date,Consumption,FeedIn,Production,Purchased,SelfConsumption
2024-11-08 00:00:00,73.0,0.0,0.0,73.0,0.0
2024-11-08 00:15:00,61.0,0.0,0.0,61.0,0.0
2024-11-08 00:30:00,52.0,0.0,0.0,52.0,0.0
2024-11-08 00:45:00,71.0,0.0,0.0,71.0,0.0
2024-11-08 01:00:00,62.0,0.0,0.0,62.0,0.0
2024-11-08 01:15:00,40.0,0.0,0.0,40.0,0.0
2024-11-08 01:30:00,48.0,0.0,0.0,48.0,0.0
2024-11-08 01:45:00,72.0,0.0,0.0,72.0,0.0
2024-11-08 02:00:00,70.0,0.0,0.0,70.0,0.0
2024-11-08 02:15:00,43.0,0.0,0.0,43.0,0.0
2024-11-08 02:30:00,40.0,0.0,0.0,40.0,0.0
2024-11-08 02:45:00,56.0,0.0,0.0,56.0,0.0
2024-11-08 03:00:00,70.0,0.0,0.0,70.0,0.0
2024-11-08 03:15:00,48.0,0.0,0.0,48.0,0.0
2024-11-08 03:30:00,40.0,0.0,0.0,40.0,0.0
2024-11-08 03:45:00,51.0,0.0,0.0,51.0,0.0
2024-11-08 04:00:00,82.0,0.0,0.0,82.0,0.0
2024-11-08 04:15:00,42.0,0.0,0.0,42.0,0.0
2024-11-08 04:30:00,45.0,0.0,0.0,45.0,0.0
2024-11-08 04:45:00,48.0,0.0,0.0,48.0,0.0
2024-11-08 05:00:00,114.0,0.0,0.0,114.0,0.0
2024-11-08 05:15:00,73.0,0.0,0.0,73.0,0.0
2024-11-08 05:30:00,64.0,0.0,0.0,64.0,0.0
2024-11-08 05:45:00,76.0,0.0,0.0,76.0,0.0
2024-11-08 06:00:00,99.0,0.0,0.0,99.0,0.0
2024-11-08 06:15:00,159.0,0.0,0.0,159.0,0.0
2024-11-08 06:30:00,85.0,0.0,8.0,77.0,8.0
2024-11-08 06:45:00,104.0,0.0,39.0,65.0,39.0
2024-11-08 07:00:00,924.0,0.0,96.0,828.0,96.0
2024-11-08 07:15:00,786.0,42.0,198.0,630.0,156.0
2024-11-08 07:30:00,769.0,117.0,330.0,556.0,213.0
2024-11-08 07:45:00,748.0,157.0,391.0,514.0,234.0
2024-11-08 08:00:00,727.0,186.0,426.0,487.0,240.0
2024-11-08 08:15:00,399.0,408.0,584.0,223.0,176.0
2024-11-08 08:30:00,6.0,844.0,850.0,0.0,6.0
2024-11-08 08:45:00,94.0,1130.0,1224.0,0.0,94.0
2024-11-08 09:00:00,91.0,1337.0,1428.0,0.0,91.0
2024-11-08 09:15:00,106.0,1406.0,1512.0,0.0,106.0
2024-11-08 09:30:00,113.0,1354.0,1467.0,0.0,113.0
2024-11-08 09:45:00,97.0,1342.0,1439.0,0.0,97.0
2024-11-08 10:00:00,99.0,1583.0,1682.0,0.0,99.0
2024-11-08 10:15:00,119.0,1479.0,1598.0,0.0,119.0
2024-11-08 10:30:00,80.0,1645.0,1725.0,0.0,80.0
2024-11-08 10:45:00,230.0,1489.0,1719.0,0.0,230.0
2024-11-08 11:00:00,115.0,1609.0,1724.0,0.0,115.0
2024-11-08 11:15:00,153.0,1341.0,1494.0,0.0,153.0
2024-11-08 11:30:00,226.0,631.0,855.0,2.0,224.0
2024-11-08 11:45:00,120.0,1588.0,1708.0,0.0,120.0
2024-11-08 12:00:00,168.0,1496.0,1664.0,0.0,168.0
2024-11-08 12:15:00,131.0,1559.0,1690.0,0.0,131.0
2024-11-08 12:30:00,226.0,1431.0,1657.0,0.0,226.0
2024-11-08 12:45:00,110.0,1506.0,1616.0,0.0,110.0
2024-11-08 13:00:00,148.0,1389.0,1537.0,0.0,148.0
2024-11-08 13:15:00,69.0,1274.0,1343.0,0.0,69.0
2024-11-08 13:30:00,105.0,963.0,1068.0,0.0,105.0
2024-11-08 13:45:00,214.0,182.0,375.0,21.0,193.0
2024-11-08 14:00:00,623.0,0.0,162.0,461.0,162.0
2024-11-08 14:15:00,362.0,20.0,158.0,224.0,138.0
2024-11-08 14:30:00,303.0,31.0,240.0,94.0,209.0
2024-11-08 14:45:00,529.0,38.0,237.0,330.0,199.0
2024-11-08 15:00:00,488.0,7.0,224.0,271.0,217.0
2024-11-08 15:15:00,294.0,44.0,266.0,72.0,222.0
2024-11-08 15:30:00,287.0,36.0,262.0,61.0,226.0
2024-11-08 15:45:00,275.0,0.0,134.0,141.0,134.0
2024-11-08 16:00:00,326.0,0.0,15.0,311.0,15.0
2024-11-08 16:15:00,329.0,0.0,0.0,329.0,0.0
2024-11-08 16:30:00,335.0,0.0,0.0,335.0,0.0
2024-11-08 16:45:00,342.0,0.0,0.0,342.0,0.0
2024-11-08 17:00:00,348.0,0.0,0.0,348.0,0.0
2024-11-08 17:15:00,322.0,0.0,0.0,322.0,0.0
2024-11-08 17:30:00,326.0,0.0,0.0,326.0,0.0
2024-11-08 17:45:00,361.0,0.0,0.0,361.0,0.0
2024-11-08 18:00:00,292.0,0.0,0.0,292.0,0.0
2024-11-08 18:15:00,341.0,0.0,0.0,341.0,0.0
2024-11-08 18:30:00,756.0,0.0,0.0,756.0,0.0
2024-11-08 18:45:00,848.0,0.0,0.0,848.0,0.0
2024-11-08 19:00:00,583.0,0.0,0.0,583.0,0.0
2024-11-08 19:15:00,625.0,0.0,0.0,625.0,0.0
2024-11-08 19:30:00,564.0,0.0,0.0,564.0,0.0
2024-11-08 19:45:00,552.0,0.0,0.0,552.0,0.0
2024-11-08 20:00:00,565.0,0.0,0.0,565.0,0.0
2024-11-08 20:15:00,561.0,0.0,0.0,561.0,0.0
2024-11-08 20:30:00,558.0,0.0,0.0,558.0,0.0
2024-11-08 20:45:00,894.0,0.0,0.0,894.0,0.0
2024-11-08 21:00:00,858.0,0.0,0.0,858.0,0.0
2024-11-08 21:15:00,712.0,0.0,0.0,712.0,0.0
2024-11-08 21:30:00,601.0,0.0,0.0,601.0,0.0
2024-11-08 21:45:00,601.0,0.0,0.0,601.0,0.0
2024-11-08 22:00:00,631.0,0.0,0.0,631.0,0.0
2024-11-08 22:15:00,552.0,0.0,0.0,552.0,0.0
2024-11-08 22:30:00,632.0,0.0,0.0,632.0,0.0
2024-11-08 22:45:00,668.0,0.0,0.0,668.0,0.0
2024-11-08 23:00:00,624.0,0.0,0.0,624.0,0.0
2024-11-08 23:15:00,590.0,0.0,0.0,590.0,0.0
2024-11-08 23:30:00,642.0,0.0,0.0,642.0,0.0
2024-11-08 23:45:00,573.0,0.0,0.0,573.0,0.0
2024-11-09 00:00:00,612.0,0.0,0.0,612.0,0.0
2024-11-09 00:15:00,707.0,0.0,0.0,707.0,0.0
2024-11-09 00:30:00,404.0,0.0,0.0,404.0,0.0
2024-11-09 00:45:00,387.0,0.0,0.0,387.0,0.0
2024-11-09 01:00:00,419.0,0.0,0.0,419.0,0.0
2024-11-09 01:15:00,409.0,0.0,0.0,409.0,0.0
2024-11-09 01:30:00,336.0,0.0,0.0,336.0,0.0
2024-11-09 01:45:00,386.0,0.0,0.0,386.0,0.0
2024-11-09 02:00:00,490.0,0.0,0.0,490.0,0.0
2024-11-09 02:15:00,360.0,0.0,0.0,360.0,0.0
2024-11-09 02:30:00,350.0,0.0,0.0,350.0,0.0
2024-11-09 02:45:00,454.0,0.0,0.0,454.0,0.0
2024-11-09 03:00:00,419.0,0.0,0.0,419.0,0.0
2024-11-09 03:15:00,336.0,0.0,0.0,336.0,0.0
2024-11-09 03:30:00,380.0,0.0,0.0,380.0,0.0
2024-11-09 03:45:00,488.0,0.0,0.0,488.0,0.0
2024-11-09 04:00:00,488.0,0.0,0.0,488.0,0.0
2024-11-09 04:15:00,413.0,0.0,0.0,413.0,0.0
2024-11-09 04:30:00,457.0,0.0,0.0,457.0,0.0
2024-11-09 04:45:00,321.0,0.0,0.0,321.0,0.0
2024-11-09 05:00:00,564.0,0.0,0.0,564.0,0.0
2024-11-09 05:15:00,455.0,0.0,0.0,455.0,0.0
2024-11-09 05:30:00,424.0,0.0,0.0,424.0,0.0
2024-11-09 05:45:00,363.0,0.0,0.0,363.0,0.0
2024-11-09 06:00:00,452.0,0.0,0.0,452.0,0.0
2024-11-09 06:15:00,354.0,0.0,0.0,354.0,0.0
2024-11-09 06:30:00,323.0,0.0,6.0,317.0,6.0
2024-11-09 06:45:00,311.0,0.0,36.0,275.0,36.0
2024-11-09 07:00:00,363.0,1.0,96.0,268.0,95.0
2024-11-09 07:15:00,383.0,16.0,206.0,193.0,190.0
2024-11-09 07:30:00,300.0,82.0,338.0,44.0,256.0
2024-11-09 07:45:00,283.0,162.0,421.0,24.0,259.0
2024-11-09 08:00:00,366.0,156.0,464.0,58.0,308.0
2024-11-09 08:15:00,363.0,286.0,649.0,0.0,363.0
2024-11-09 08:30:00,269.0,684.0,953.0,0.0,269.0
2024-11-09 08:45:00,229.0,1036.0,1265.0,0.0,229.0
2024-11-09 09:00:00,166.0,1318.0,1484.0,0.0,166.0
2024-11-09 09:15:00,181.0,1428.0,1609.0,0.0,181.0
2024-11-09 09:30:00,189.0,1471.0,1660.0,0.0,189.0
2024-11-09 09:45:00,181.0,1539.0,1720.0,0.0,181.0
2024-11-09 10:00:00,387.0,1370.0,1757.0,0.0,387.0
2024-11-09 10:15:00,129.0,1663.0,1792.0,0.0,129.0
2024-11-09 10:30:00,182.0,1632.0,1814.0,0.0,182.0
2024-11-09 10:45:00,154.0,1662.0,1816.0,0.0,154.0
2024-11-09 11:00:00,183.0,1661.0,1844.0,0.0,183.0
2024-11-09 11:15:00,151.0,1706.0,1857.0,0.0,151.0
2024-11-09 11:30:00,123.0,1727.0,1850.0,0.0,123.0
2024-11-09 11:45:00,142.0,1677.0,1819.0,0.0,142.0
2024-11-09 12:00:00,102.0,1710.0,1812.0,0.0,102.0
2024-11-09 12:15:00,151.0,1618.0,1769.0,0.0,151.0
2024-11-09 12:30:00,140.0,1590.0,1730.0,0.0,140.0
2024-11-09 12:45:00,95.0,1600.0,1695.0,0.0,95.0
2024-11-09 13:00:00,162.0,1434.0,1596.0,0.0,162.0
2024-11-09 13:15:00,226.0,1133.0,1359.0,0.0,226.0
2024-11-09 13:30:00,295.0,766.0,1061.0,0.0,295.0
2024-11-09 13:45:00,299.0,607.0,906.0,0.0,299.0
2024-11-09 14:00:00,375.0,379.0,752.0,2.0,373.0
2024-11-09 14:15:00,474.0,140.0,584.0,30.0,444.0
2024-11-09 14:30:00,473.0,51.0,439.0,85.0,388.0
2024-11-09 14:45:00,489.0,36.0,395.0,130.0,359.0
2024-11-09 15:00:00,522.0,24.0,400.0,146.0,376.0
2024-11-09 15:15:00,519.0,24.0,376.0,167.0,352.0
2024-11-09 15:30:00,600.0,13.0,331.0,282.0,318.0
2024-11-09 15:45:00,528.0,0.0,141.0,387.0,141.0
2024-11-09 16:00:00,592.0,0.0,18.0,574.0,18.0
2024-11-09 16:15:00,598.0,0.0,1.0,597.0,1.0
2024-11-09 16:30:00,679.0,0.0,0.0,679.0,0.0
2024-11-09 16:45:00,710.0,0.0,0.0,710.0,0.0
2024-11-09 17:00:00,684.0,0.0,0.0,684.0,0.0
2024-11-09 17:15:00,577.0,0.0,0.0,577.0,0.0
2024-11-09 17:30:00,555.0,0.0,0.0,555.0,0.0
2024-11-09 17:45:00,544.0,0.0,0.0,544.0,0.0
2024-11-09 18:00:00,566.0,0.0,0.0,566.0,0.0
2024-11-09 18:15:00,651.0,0.0,0.0,651.0,0.0
2024-11-09 18:30:00,606.0,0.0,0.0,606.0,0.0
2024-11-09 18:45:00,515.0,0.0,0.0,515.0,0.0
2024-11-09 19:00:00,625.0,0.0,0.0,625.0,0.0
2024-11-09 19:15:00,663.0,0.0,0.0,663.0,0.0
2024-11-09 19:30:00,752.0,0.0,0.0,752.0,0.0
2024-11-09 19:45:00,737.0,0.0,0.0,737.0,0.0
2024-11-09 20:00:00,778.0,0.0,0.0,778.0,0.0
2024-11-09 20:15:00,719.0,0.0,0.0,719.0,0.0
2024-11-09 20:30:00,737.0,0.0,0.0,737.0,0.0
2024-11-09 20:45:00,841.0,0.0,0.0,841.0,0.0
2024-11-09 21:00:00,811.0,0.0,0.0,811.0,0.0
2024-11-09 21:15:00,540.0,0.0,0.0,540.0,0.0
2024-11-09 21:30:00,545.0,0.0,0.0,545.0,0.0
2024-11-09 21:45:00,533.0,0.0,0.0,533.0,0.0
2024-11-09 22:00:00,574.0,0.0,0.0,574.0,0.0
2024-11-09 22:15:00,501.0,0.0,0.0,501.0,0.0
2024-11-09 22:30:00,544.0,0.0,0.0,544.0,0.0
2024-11-09 22:45:00,631.0,0.0,0.0,631.0,0.0
2024-11-09 23:00:00,1360.0,0.0,0.0,1360.0,0.0
2024-11-09 23:15:00,1227.0,0.0,0.0,1227.0,0.0
2024-11-09 23:30:00,622.0,0.0,0.0,622.0,0.0
2024-11-09 23:45:00,515.0,0.0,0.0,515.0,0.0
2024-11-10 00:00:00,496.0,0.0,0.0,496.0,0.0
2024-11-10 00:15:00,496.0,0.0,0.0,496.0,0.0
2024-11-10 00:30:00,621.0,0.0,0.0,621.0,0.0
2024-11-10 00:45:00,646.0,0.0,0.0,646.0,0.0
2024-11-10 01:00:00,564.0,0.0,0.0,564.0,0.0
2024-11-10 01:15:00,475.0,0.0,0.0,475.0,0.0
2024-11-10 01:30:00,655.0,0.0,0.0,655.0,0.0
2024-11-10 01:45:00,511.0,0.0,0.0,511.0,0.0
2024-11-10 02:00:00,578.0,0.0,0.0,578.0,0.0
2024-11-10 02:15:00,630.0,0.0,0.0,630.0,0.0
2024-11-10 02:30:00,524.0,0.0,0.0,524.0,0.0
2024-11-10 02:45:00,646.0,0.0,0.0,646.0,0.0
2024-11-10 03:00:00,661.0,0.0,0.0,661.0,0.0
2024-11-10 03:15:00,598.0,0.0,0.0,598.0,0.0
2024-11-10 03:30:00,566.0,0.0,0.0,566.0,0.0
2024-11-10 03:45:00,665.0,0.0,0.0,665.0,0.0
2024-11-10 04:00:00,651.0,0.0,0.0,651.0,0.0
2024-11-10 04:15:00,579.0,0.0,0.0,579.0,0.0
2024-11-10 04:30:00,489.0,0.0,0.0,489.0,0.0
2024-11-10 04:45:00,681.0,0.0,0.0,681.0,0.0
2024-11-10 05:00:00,692.0,0.0,0.0,692.0,0.0
2024-11-10 05:15:00,765.0,0.0,0.0,765.0,0.0
2024-11-10 05:30:00,586.0,0.0,0.0,586.0,0.0
2024-11-10 05:45:00,715.0,0.0,0.0,715.0,0.0
2024-11-10 06:00:00,448.0,0.0,0.0,448.0,0.0
2024-11-10 06:15:00,560.0,0.0,0.0,560.0,0.0
2024-11-10 06:30:00,538.0,0.0,3.0,535.0,3.0
2024-11-10 06:45:00,579.0,0.0,32.0,547.0,32.0
2024-11-10 07:00:00,435.0,4.0,99.0,340.0,95.0
2024-11-10 07:15:00,484.0,69.0,294.0,259.0,225.0
2024-11-10 07:30:00,461.0,82.0,397.0,146.0,315.0
2024-11-10 07:45:00,425.0,64.0,287.0,202.0,223.0
2024-11-10 08:00:00,484.0,102.0,493.0,93.0,391.0
2024-11-10 08:15:00,422.0,96.0,330.0,188.0,234.0
2024-11-10 08:30:00,459.0,571.0,928.0,102.0,357.0
2024-11-10 08:45:00,1010.0,30.0,522.0,518.0,492.0
2024-11-10 09:00:00,834.0,28.0,594.0,268.0,566.0
2024-11-10 09:15:00,522.0,316.0,801.0,37.0,485.0
2024-11-10 09:30:00,408.0,1294.0,1696.0,6.0,402.0
2024-11-10 09:45:00,410.0,1406.0,1816.0,0.0,410.0
2024-11-10 10:00:00,819.0,894.0,1713.0,0.0,819.0
2024-11-10 10:15:00,497.0,1253.0,1750.0,0.0,497.0
2024-11-10 10:30:00,338.0,1454.0,1792.0,0.0,338.0
2024-11-10 10:45:00,304.0,1458.0,1762.0,0.0,304.0
2024-11-10 11:00:00,292.0,1448.0,1740.0,0.0,292.0
2024-11-10 11:15:00,353.0,1406.0,1759.0,0.0,353.0
2024-11-10 11:30:00,382.0,1379.0,1761.0,0.0,382.0
2024-11-10 11:45:00,372.0,1376.0,1748.0,0.0,372.0
2024-11-10 12:00:00,399.0,1313.0,1712.0,0.0,399.0
2024-11-10 12:15:00,437.0,1265.0,1702.0,0.0,437.0
2024-11-10 12:30:00,424.0,1242.0,1666.0,0.0,424.0
2024-11-10 12:45:00,77.0,1524.0,1601.0,0.0,77.0
2024-11-10 13:00:00,154.0,1364.0,1518.0,0.0,154.0
2024-11-10 13:15:00,142.0,1158.0,1300.0,0.0,142.0
2024-11-10 13:30:00,180.0,849.0,1029.0,0.0,180.0
2024-11-10 13:45:00,258.0,601.0,859.0,0.0,258.0
2024-11-10 14:00:00,230.0,483.0,713.0,0.0,230.0
2024-11-10 14:15:00,242.0,305.0,544.0,3.0,239.0
2024-11-10 14:30:00,156.0,258.0,414.0,0.0,156.0
2024-11-10 14:45:00,299.0,7.0,140.0,166.0,133.0
2024-11-10 15:00:00,317.0,16.0,134.0,199.0,118.0
2024-11-10 15:15:00,384.0,4.0,115.0,273.0,111.0
2024-11-10 15:30:00,228.0,2.0,70.0,160.0,68.0
2024-11-10 15:45:00,299.0,1.0,35.0,265.0,34.0
2024-11-10 16:00:00,340.0,0.0,2.0,338.0,2.0
2024-11-10 16:15:00,328.0,0.0,0.0,328.0,0.0
2024-11-10 16:30:00,438.0,0.0,0.0,438.0,0.0
2024-11-10 16:45:00,1343.0,0.0,0.0,1343.0,0.0
2024-11-10 17:00:00,899.0,0.0,0.0,899.0,0.0
2024-11-10 17:15:00,498.0,0.0,0.0,498.0,0.0
2024-11-10 17:30:00,518.0,0.0,0.0,518.0,0.0
2024-11-10 17:45:00,576.0,0.0,0.0,576.0,0.0
2024-11-10 18:00:00,1669.0,0.0,0.0,1669.0,0.0
2024-11-10 18:15:00,1536.0,0.0,0.0,1536.0,0.0
2024-11-10 18:30:00,586.0,0.0,0.0,586.0,0.0
2024-11-10 18:45:00,573.0,0.0,0.0,573.0,0.0
2024-11-10 19:00:00,624.0,0.0,0.0,624.0,0.0
2024-11-10 19:15:00,606.0,0.0,0.0,606.0,0.0
2024-11-10 19:30:00,774.0,0.0,0.0,774.0,0.0
2024-11-10 19:45:00,1049.0,0.0,0.0,1049.0,0.0
2024-11-10 20:00:00,1258.0,0.0,0.0,1258.0,0.0
2024-11-10 20:15:00,1272.0,0.0,0.0,1272.0,0.0
2024-11-10 20:30:00,1392.0,0.0,0.0,1392.0,0.0
2024-11-10 20:45:00,865.0,0.0,0.0,865.0,0.0
2024-11-10 21:00:00,996.0,0.0,0.0,996.0,0.0
2024-11-10 21:15:00,790.0,0.0,0.0,790.0,0.0
2024-11-10 21:30:00,621.0,0.0,0.0,621.0,0.0
2024-11-10 21:45:00,487.0,0.0,0.0,487.0,0.0
2024-11-10 22:00:00,589.0,0.0,0.0,589.0,0.0
2024-11-10 22:15:00,585.0,0.0,0.0,585.0,0.0
2024-11-10 22:30:00,484.0,0.0,0.0,484.0,0.0
2024-11-10 22:45:00,303.0,0.0,0.0,303.0,0.0
2024-11-10 23:00:00,324.0,0.0,0.0,324.0,0.0
2024-11-10 23:15:00,324.0,0.0,0.0,324.0,0.0
2024-11-10 23:30:00,362.0,0.0,0.0,362.0,0.0
2024-11-10 23:45:00,285.0,0.0,0.0,285.0,0.0
2024-11-11 00:00:00,338.0,0.0,0.0,338.0,0.0
2024-11-11 00:15:00,332.0,0.0,0.0,332.0,0.0
2024-11-11 00:30:00,409.0,0.0,0.0,409.0,0.0
2024-11-11 00:45:00,331.0,0.0,0.0,331.0,0.0
2024-11-11 01:00:00,336.0,0.0,0.0,336.0,0.0
2024-11-11 01:15:00,342.0,0.0,0.0,342.0,0.0
2024-11-11 01:30:00,480.0,0.0,0.0,480.0,0.0
2024-11-11 01:45:00,309.0,0.0,0.0,309.0,0.0
2024-11-11 02:00:00,316.0,0.0,0.0,316.0,0.0
2024-11-11 02:15:00,319.0,0.0,0.0,319.0,0.0
2024-11-11 02:30:00,352.0,0.0,0.0,352.0,0.0
2024-11-11 02:45:00,347.0,0.0,0.0,347.0,0.0
2024-11-11 03:00:00,391.0,0.0,0.0,391.0,0.0
2024-11-11 03:15:00,473.0,0.0,0.0,473.0,0.0
2024-11-11 03:30:00,408.0,0.0,0.0,408.0,0.0
2024-11-11 03:45:00,428.0,0.0,0.0,428.0,0.0
2024-11-11 04:00:00,436.0,0.0,0.0,436.0,0.0
2024-11-11 04:15:00,244.0,0.0,0.0,244.0,0.0
2024-11-11 04:30:00,407.0,0.0,0.0,407.0,0.0
2024-11-11 04:45:00,351.0,0.0,0.0,351.0,0.0
2024-11-11 05:00:00,325.0,0.0,0.0,325.0,0.0
2024-11-11 05:15:00,320.0,0.0,0.0,320.0,0.0
2024-11-11 05:30:00,346.0,0.0,0.0,346.0,0.0
2024-11-11 05:45:00,302.0,0.0,0.0,302.0,0.0
2024-11-11 06:00:00,544.0,0.0,0.0,544.0,0.0
2024-11-11 06:15:00,405.0,0.0,0.0,405.0,0.0
2024-11-11 06:30:00,245.0,0.0,0.0,245.0,0.0
2024-11-11 06:45:00,261.0,0.0,0.0,261.0,0.0
2024-11-11 07:00:00,261.0,0.0,11.0,250.0,11.0
2024-11-11 07:15:00,302.0,0.0,77.0,225.0,77.0
2024-11-11 07:30:00,247.0,75.0,252.0,70.0,177.0
2024-11-11 07:45:00,264.0,94.0,299.0,59.0,205.0
2024-11-11 08:00:00,394.0,132.0,307.0,219.0,175.0
2024-11-11 08:15:00,435.0,210.0,493.0,152.0,283.0
2024-11-11 08:30:00,227.0,452.0,679.0,0.0,227.0
2024-11-11 08:45:00,138.0,1012.0,1150.0,0.0,138.0
2024-11-11 09:00:00,67.0,1235.0,1302.0,0.0,67.0
2024-11-11 09:15:00,34.0,1406.0,1440.0,0.0,34.0
2024-11-11 09:30:00,61.0,1361.0,1422.0,0.0,61.0
2024-11-11 09:45:00,90.0,1475.0,1565.0,0.0,90.0
2024-11-11 10:00:00,23.0,1529.0,1552.0,0.0,23.0
2024-11-11 10:15:00,19.0,1590.0,1609.0,0.0,19.0
2024-11-11 10:30:00,41.0,1577.0,1618.0,0.0,41.0
2024-11-11 10:45:00,198.0,1330.0,1527.0,1.0,197.0
2024-11-11 11:00:00,212.0,1180.0,1383.0,9.0,203.0
2024-11-11 11:15:00,234.0,1273.0,1492.0,15.0,219.0
2024-11-11 11:30:00,214.0,1449.0,1662.0,1.0,213.0
2024-11-11 11:45:00,287.0,1197.0,1441.0,43.0,244.0
2024-11-11 12:00:00,215.0,1555.0,1770.0,0.0,215.0
2024-11-11 12:15:00,335.0,403.0,645.0,93.0,242.0
2024-11-11 12:30:00,306.0,633.0,860.0,79.0,227.0
2024-11-11 12:45:00,208.0,1367.0,1567.0,8.0,200.0
2024-11-11 13:00:00,284.0,918.0,1201.0,1.0,283.0
2024-11-11 13:15:00,275.0,1137.0,1412.0,0.0,275.0
2024-11-11 13:30:00,288.0,566.0,815.0,39.0,249.0
2024-11-11 13:45:00,376.0,79.0,306.0,149.0,227.0
2024-11-11 14:00:00,400.0,0.0,195.0,205.0,195.0
2024-11-11 14:15:00,299.0,46.0,254.0,91.0,208.0
2024-11-11 14:30:00,165.0,86.0,188.0,63.0,102.0
2024-11-11 14:45:00,151.0,50.0,152.0,49.0,102.0
2024-11-11 15:00:00,180.0,21.0,105.0,96.0,84.0
2024-11-11 15:15:00,272.0,45.0,148.0,169.0,103.0
2024-11-11 15:30:00,204.0,74.0,220.0,58.0,146.0
2024-11-11 15:45:00,236.0,0.0,28.0,208.0,28.0
2024-11-11 16:00:00,263.0,0.0,5.0,258.0,5.0
2024-11-11 16:15:00,243.0,0.0,0.0,243.0,0.0
2024-11-11 16:30:00,241.0,0.0,0.0,241.0,0.0
2024-11-11 16:45:00,180.0,0.0,0.0,180.0,0.0
2024-11-11 17:00:00,292.0,0.0,0.0,292.0,0.0
2024-11-11 17:15:00,229.0,0.0,0.0,229.0,0.0
2024-11-11 17:30:00,270.0,0.0,0.0,270.0,0.0
2024-11-11 17:45:00,228.0,0.0,0.0,228.0,0.0
2024-11-11 18:00:00,292.0,0.0,0.0,292.0,0.0
2024-11-11 18:15:00,263.0,0.0,0.0,263.0,0.0
2024-11-11 18:30:00,329.0,0.0,0.0,329.0,0.0
2024-11-11 18:45:00,350.0,0.0,0.0,350.0,0.0
2024-11-11 19:00:00,342.0,0.0,0.0,342.0,0.0
2024-11-11 19:15:00,281.0,0.0,0.0,281.0,0.0
2024-11-11 19:30:00,341.0,0.0,0.0,341.0,0.0
2024-11-11 19:45:00,329.0,0.0,0.0,329.0,0.0
2024-11-11 20:00:00,279.0,0.0,0.0,279.0,0.0
2024-11-11 20:15:00,291.0,0.0,0.0,291.0,0.0
2024-11-11 20:30:00,333.0,0.0,0.0,333.0,0.0
2024-11-11 20:45:00,352.0,0.0,0.0,352.0,0.0
2024-11-11 21:00:00,356.0,0.0,0.0,356.0,0.0
2024-11-11 21:15:00,270.0,0.0,0.0,270.0,0.0
2024-11-11 21:30:00,168.0,0.0,0.0,168.0,0.0
2024-11-11 21:45:00,308.0,0.0,0.0,308.0,0.0
2024-11-11 22:00:00,299.0,0.0,0.0,299.0,0.0
2024-11-11 22:15:00,318.0,0.0,0.0,318.0,0.0
2024-11-11 22:30:00,335.0,0.0,0.0,335.0,0.0
2024-11-11 22:45:00,324.0,0.0,0.0,324.0,0.0
2024-11-11 23:00:00,336.0,0.0,0.0,336.0,0.0
2024-11-11 23:15:00,302.0,0.0,0.0,302.0,0.0
2024-11-11 23:30:00,263.0,0.0,0.0,263.0,0.0
2024-11-11 23:45:00,289.0,0.0,0.0,289.0,0.0
2024-11-12 00:00:00,303.0,0.0,0.0,303.0,0.0
2024-11-12 00:15:00,316.0,0.0,0.0,316.0,0.0
2024-11-12 00:30:00,294.0,0.0,0.0,294.0,0.0
2024-11-12 00:45:00,296.0,0.0,0.0,296.0,0.0
2024-11-12 01:00:00,346.0,0.0,0.0,346.0,0.0
2024-11-12 01:15:00,333.0,0.0,0.0,333.0,0.0
2024-11-12 01:30:00,277.0,0.0,0.0,277.0,0.0
2024-11-12 01:45:00,281.0,0.0,0.0,281.0,0.0
2024-11-12 02:00:00,309.0,0.0,0.0,309.0,0.0
2024-11-12 02:15:00,339.0,0.0,0.0,339.0,0.0
2024-11-12 02:30:00,294.0,0.0,0.0,294.0,0.0
2024-11-12 02:45:00,291.0,0.0,0.0,291.0,0.0
2024-11-12 03:00:00,326.0,0.0,0.0,326.0,0.0
2024-11-12 03:15:00,345.0,0.0,0.0,345.0,0.0
2024-11-12 03:30:00,323.0,0.0,0.0,323.0,0.0
2024-11-12 03:45:00,305.0,0.0,0.0,305.0,0.0
2024-11-12 04:00:00,308.0,0.0,0.0,308.0,0.0
2024-11-12 04:15:00,306.0,0.0,0.0,306.0,0.0
2024-11-12 04:30:00,334.0,0.0,0.0,334.0,0.0
2024-11-12 04:45:00,301.0,0.0,0.0,301.0,0.0
2024-11-12 05:00:00,251.0,0.0,0.0,251.0,0.0
2024-11-12 05:15:00,299.0,0.0,0.0,299.0,0.0
2024-11-12 05:30:00,368.0,0.0,0.0,368.0,0.0
2024-11-12 05:45:00,334.0,0.0,0.0,334.0,0.0
2024-11-12 06:00:00,465.0,0.0,0.0,465.0,0.0
2024-11-12 06:15:00,510.0,0.0,0.0,510.0,0.0
2024-11-12 06:30:00,573.0,0.0,2.0,571.0,2.0
2024-11-12 06:45:00,522.0,0.0,36.0,486.0,36.0
2024-11-12 07:00:00,515.0,0.0,118.0,397.0,118.0
2024-11-12 07:15:00,705.0,3.0,240.0,468.0,237.0
2024-11-12 07:30:00,458.0,2.0,285.0,175.0,283.0
2024-11-12 07:45:00,520.0,8.0,357.0,171.0,349.0
2024-11-12 08:00:00,503.0,26.0,418.0,111.0,392.0
2024-11-12 08:15:00,474.0,136.0,607.0,3.0,471.0
